src,invoice_number,invoice_date,due_date,seller_name,client_name,total,tax,n_items,amt
batch1_2,64661204,12/19/2016,,"Abbott, Martinez and Nunez",Wilson PLC,"4 304,03","391,28",4,430403.0
batch1_2,95545504,04/06/2012,,"Adams, Hess and Davis",Johnson Ltd,65.78,5.98,1,65.78
batch1_2,66919860,05/11/2021,,King-Aguilar,"Chavez, Ortega and Hunt",49.90,4.54,1,49.9
batch1_2,51033885,10/20/2020,,Haney LLC,Davis-Olson,229.08,20.83,2,229.08
batch1_2,17014325,03/16/2017,,"Valdez, Clark and Fischer",Hancock-Shields,682.00,62.00,1,682.0
batch1_2,81040846,02/07/2021,,Gibson-Gonzalez,"Osborne, Mcdonald and Hamilton",375.87,34.17,6,375.87
batch1_2,86883880,06/16/2018,,"Rhodes, Young and Yoder",Davis PLC,225.19,20.47,4,225.19
batch1_2,63042822,06/04/2014,,Ramirez and Sons,Harrison LLC,"56 680,77","5 152,80",5,5668077.0
batch1_2,41287213,12/05/2019,,"Elliott, Jordan and Watson",Sanders Group,500.87,45.53,6,500.87
batch1_2,74093352,10/18/2020,,Matthews-Olson,"Miller, Coleman and Rivera",395.25,35.93,5,395.25
batch1_2,80673242,06/12/2012,,"Rice, Pitts and Ramos",Petersen Group,504.69,45.88,4,504.69
batch1_2,94052403,03/30/2021,,"Woods, Hubbard and Harris","Hines, Ingram and Fisher","124 743,65","11 340,33",7,12474365.0
batch1_2,61249473,12/02/2015,,Odonnell-Moore,Sloan and Sons,"4 713,34",428.49,4,471334.0
batch1_2,91858806,03/05/2012,,Decker-Martinez,"Schmidt, Butler and Rodriguez",208.98,19.00,2,208.98
batch1_2,70471446,03/16/2019,,"Hendrix, Miller and Robertson","Gonzalez, Jacobs and Williams",1708.27,155.30,4,1708.27
batch1_2,80921168,05/14/2015,,"Matthews, Long and Hutchinson","Paul, Schneider and Kim","3 834,16","348,56",4,383416.0
batch1_2,12947568,11/10/2018,,Santos-King,"Stone, Kramer and Diaz",300.81,27.35,3,300.81
batch1_2,76059860,03/04/2020,,"Mills, Harrington and Winters",Owens-Harrison,36.03,3.28,2,36.03
batch1_2,83087619,05/06/2019,,Murray-Blake,Turner-Wilkins,"172,41","15,67",4,17241.0
batch1_2,61987058,11/13/2014,,"Schneider, Johnston and Aguirre","Perry, Elliott and Gray",377.05,34.28,7,377.05
batch1_2,85992771,03/30/2021,,King Inc,"Chapman, Koch and Rivera",409.13,37.19,6,409.13
batch1_2,10503434,10/14/2020,,Henry-Fleming,Tucker-Castillo,87.99,8.00,1,87.99
batch1_2,16455494,10/08/2014,,Shaw-Boyer,"Stephenson, Edwards and Fowler","65 395,63","5 945,06",6,6539563.0
batch1_2,89528165,12/30/2019,,Mendoza and Sons,"Fuller, Martin and Hays",36.30,3.30,1,36.3
batch1_2,79622223,08/30/2011,,"Ramirez, Parker and Perez",Haas PLC,351.97,32.00,2,351.97
batch1_2,72499229,02/15/2012,,Gray Ltd,"Cordova, Kennedy and Stevenson",212.20,19.29,2,212.2
batch1_2,98424808,03/26/2019,,Hernandez-Wilson,Higgins-Rhodes,"16 811,70","1 528,34",4,1681170.0
batch1_2,61382297,12/23/2015,,Reyes and Sons,Weaver-Hughes,1869.93,169.99,5,1869.93
batch1_2,93281048,11/27/2017,,"Reilly, Hicks and Hughes","Benson, Medina and Hamilton","42 668,81","3 878,98",4,4266881.0
batch1_2,11101593,05/18/2015,,"Hood, Ruiz and Williams",Carter Ltd,1 121.93,101.99,2,1121.93
batch1_2,90670432,03/13/2018,,Kennedy PLC,Stevens Inc,79.53,7.23,1,79.53
batch1_2,93008460,03/06/2015,,"Huynh, Kim and Jacobs","Davis, Wilson and Hunt",5 575.87,506.90,4,5575.87
batch1_2,11898657,07/29/2020,,Smith-Elliott,"Evans, Andrade and Williams",489.38,44.49,6,489.38
batch1_2,84991865,03/18/2012,,Collins Ltd,Sanchez-Bean,98.76,8.98,1,98.76
batch1_2,34521296,07/21/2018,,"Harper, Scott and Lester","Lee, Murphy and Carrillo",5332.92,484.81,5,5332.92
batch1_2,82038366,04/01/2015,,Medina-Thompson,Ramirez Inc,"2 837,86",257.99,5,283786.0
batch1_2,53831875,02/12/2017,,Noble Inc,Nelson Group,433.86,39.44,3,433.86
batch1_2,68743594,11/14/2015,,Vasquez-Brennan,Green-Schmidt,45.95,4.18,3,45.95
batch1_2,89499883,11/23/2013,,Richardson Group,Smith-Glover,228.92,20.81,5,228.92
batch1_2,66789639,09/19/2011,,Thomas Group,Ferguson and Sons,298.42,27.13,7,298.42
batch1_2,66043700,09/08/2014,,"Martinez, Tran and Anderson",Goodwin-Campbell,"1 253,94","113,99",2,125394.0
batch1_2,89174655,01/19/2016,,Hayden-Young,Guerrero Group,111.31,10.12,4,111.31
batch1_2,76654515,04/09/2012,,Lopez-Nguyen,Bradford-Graham,70.52,6.41,2,70.52
batch1_2,58097062,04/05/2013,,Wright-Alvarez,Harper-Flynn,"31 822,25","2 892,93",7,3182225.0
batch1_2,19078061,03/03/2013,,Wilson PLC,Combs Group,1869.98,170.00,1,1869.98
batch1_2,65524700,02/23/2020,,Kirk-Green,Hall-Cole,10316.95,937.90,6,10316.95
batch1_2,16798931,10/15/2018,,Duncan and Sons,Williams-Rubio,778.49,70.77,7,778.49
batch1_2,18884359,09/04/2015,,Tran PLC,"Fields, Bennett and Dodson",12627.75,1147.98,5,12627.75
batch1_2,97286997,07/07/2020,,"Herrera, Carney and Davis","Patton, Terry and Franco",222.30,20.21,7,222.3
batch1_2,60050779,08/10/2020,,Garcia-Olson,Phillips-Bradford,566.78,51.53,6,566.78
batch1_2,11187242,02/25/2020,,Powell Ltd,Lee Ltd,235.92,21.45,7,235.92
batch1_2,57381840,08/31/2017,,Ayers-Daniels,Weber-Rodriguez,16 253.60,1 477.60,3,16253.6
batch1_2,38631441,02/08/2016,,Pacheco-Booker,"Brooks, Thomas and Ho","3 640,86","330,99",2,364086.0
batch1_2,37481348,09/13/2014,,"Barr, Bennett and Williams","Johnson, Price and Lane",14 030.36,1 275.49,4,14030.36
batch1_2,34977445,12/04/2011,,Pace-Baker,"Stanley, Cooper and Koch",15 094.83,10%,7,15094.83
batch1_2,60795755,11/30/2011,,Jones LLC,Fritz Group,29.48,2.68,2,29.48
batch1_2,61026262,08/03/2013,,Butler PLC,"Wood, Williams and Lozano",2623.28,238.48,7,2623.28
batch1_2,77307465,08/12/2014,,"Warren, Henry and Ellis",Moore and Sons,189.99,17.27,2,189.99
batch1_2,45767415,05/28/2015,,Gallagher PLC,"Douglas, Padilla and Hinton",118.73,10.79,3,118.73
batch1_2,74898182,10/24/2017,,Myers-Holmes,"Jennings, Hall and Mccoy","3899,74","354,52",3,389974.0
batch1_2,77545252,04/07/2017,,Flores-Lee,Walton and Sons,330.00,30.00,2,330.0
batch1_2,91125915,01/28/2015,,"Fields, Martin and Long",Hicks PLC,2347.30,213.39,6,2347.3
batch1_2,66525131,07/26/2014,,Morales-Wells,Moreno PLC,224.75,20.43,6,224.75
batch1_2,69934544,04/17/2014,,Spence-Castro,Wolfe and Sons,43.96,4.00,1,43.96
batch1_2,57443354,08/16/2013,,Griffin-Williams,"Thompson, Ray and Lawrence",2260.50,205.50,2,2260.5
batch1_2,25596256,10/14/2020,,Choi Inc,"Boyd, Davis and Mason",462.77,42.07,6,462.77
batch1_2,64197871,11/24/2013,,"Jones, Hamilton and Johnson","Thomas, Cook and Douglas",919.52,83.59,7,919.52
batch1_2,34916768,11/03/2013,,Carlson-Caldwell,Bryan-Armstrong,1308.37,118.94,6,1308.37
batch1_2,48223084,12/05/2018,,Rodriguez-Conley,Gregory Inc,"335,17","30,47",2,33517.0
batch1_2,48223084,12/05/2018,,Rodriguez-Conley,Gregory Inc,"335,17","30,47",2,33517.0
batch1_2,40949664,05/12/2020,,"Smith, Johnson and Moore",Taylor PLC,"421,25","38,30",7,42125.0
batch1_2,96192536,06/12/2011,,Smith-Brown,"Haas, Garcia and White",145.94,13.27,3,145.94
batch1_2,44868919,02/08/2020,,"Cantrell, Barnes and Miller","Craig, Fox and Anderson",481.79,43.80,3,481.79
batch1_2,45072803,08/05/2017,,"Caldwell, Ochoa and Williams",Morrow Group,"2 782,39","252,94",3,278239.0
batch1_2,86780085,08/23/2011,,Walters-Hall,"Kirk, Collins and Henson","8700,64","790,97",6,870064.0
batch1_2,23048796,09/15/2020,,Thomas-Edwards,"Chavez, Cooley and Snyder",533.18,48.47,7,533.18
batch1_2,11036543,06/25/2017,,Brooks-Tate,Jackson Inc,368.47,33.50,3,368.47
batch1_2,75050384,03/04/2012,,"Decker, Miller and Hall","Richards, Cole and Young",25346.42,2304.22,7,25346.42
batch1_2,29712721,05/04/2021,,Holder-Mcdowell,Navarro LLC,94.58,8.60,2,94.58
batch1_2,71748307,12/24/2011,,"Velasquez, Ward and Ballard",Lewis Group,1576.90,143.35,6,1576.9
batch1_2,93132815,09/07/2019,,Lucas-Lewis,Price-Bennett,"249,68","22,70",3,24968.0
batch1_2,17619666,03/09/2020,,Wilkerson Ltd,English-Brown,41419.40,3765.40,6,41419.4
batch1_2,16759248,09/17/2017,,"Lee, Gomez and Chung",Williams PLC,76 534.92,6 957.72,4,76534.92
batch1_2,86792000,04/11/2020,,Chandler-Figueroa,Blackburn-Stephenson,496.43,45.13,7,496.43
batch1_2,71561544,10/27/2019,,Gonzalez-Davis,Downs-Harvey,"81 117,18","7 374,29",4,8111718.0
batch1_2,47981077,07/10/2017,,Santiago-King,Shelton-Mason,"18 165,14","1 651,38",4,1816514.0
batch1_2,67802841,09/09/2015,,Lynn-Wise,Nelson-Clark,"3 625,57",329.60,3,362557.0
batch1_2,35293120,08/09/2018,,Adams Ltd,Reynolds Inc,4828.97,439.00,7,4828.97
batch1_2,24734743,12/13/2015,,Tyler-Black,Gross PLC,296.48,26.95,6,296.48
batch1_2,88223203,01/14/2014,,Jordan-Moreno,"York, Best and Spencer",279.36,25.40,3,279.36
batch1_2,68338115,01/07/2021,,"Bennett, Sullivan and Collier",Adams-Lewis,160.08,14.55,3,160.08
batch1_2,22442124,01/13/2012,,Holland and Sons,"Benitez, Pierce and Moreno",211.57,19.23,3,211.57
batch1_2,19570656,04/05/2016,,Nixon-Delacruz,Schneider-Garrison,65.98,6.00,1,65.98
batch1_2,37306845,04/29/2015,,Scott-Young,Edwards Ltd,"10 153,76","923,07",2,1015376.0
batch1_2,18650156,03/23/2020,,Young LLC,Rodriguez LLC,112.12,10.19,4,112.12
batch1_2,90292361,05/21/2019,,Lewis-Gardner,Barnett PLC,"16 231,52","1 475,59",6,1623152.0
batch1_2,32009066,04/18/2020,,"Reese, Young and Sosa",Peterson-Bryant,"3 707,10","337,01",2,370710.0
batch1_2,66825384,02/22/2015,,Harris Ltd,"Tyler, Morris and Chaney",8450.91,768.26,7,8450.91
batch1_2,47602389,03/22/2015,,Adkins PLC,Roberts Inc,"131 334,52","11 939,50",7,13133452.0
batch1_2,23287155,11/07/2018,,Cox and Sons,"Ramsey, Herring and Wyatt",12412.48,1128.41,5,12412.48
batch1_2,38392535,12/01/2018,,Monroe-Fischer,Howard-Haynes,1627.98,148.00,3,1627.98
batch1_2,85395957,01/02/2019,,Contreras-Rangel,"Morgan, Johnson and Lee",320.65,29.15,4,320.65
batch1_2,91445086,11/04/2019,,Wade-Johnson,Randolph LLC,180.87,16.44,5,180.87
batch1_2,95076029,11/20/2011,,"Wallace, Webb and Lucas",Smith-Cabrera,249.96,22.72,5,249.96
batch1_2,41659958,04/09/2015,,Jones-Torres,"Alvarado, Pittman and Baker","19 330,41","1 757,31",5,1933041.0
batch1_2,43813549,08/07/2018,,Brown-Harris,Navarro-Webb,165.66,16.57,7,165.66
batch1_2,56943461,12/05/2015,,Moore-Rodriguez,Diaz PLC,10 560.00,960.00,1,10560.0
batch1_2,92944130,07/07/2014,,"Fritz, May and Gomez","Long, Jacobson and Roman",1576.18,143.29,4,1576.18
batch1_2,94666143,10/11/2013,,Houston-Griffin,"Montgomery, Macias and Hines",11692.71,1062.97,7,11692.71
batch1_2,77164038,04/15/2021,,Brooks-Butler,Myers-Brooks,90.67,8.24,3,90.67
batch1_2,15902016,11/07/2017,,Martin-Silva,Spencer Ltd,7397.59,672.51,7,7397.59
batch1_2,74227045,05/03/2018,,Graham-Taylor,Hopkins Ltd,759.11,69.01,7,759.11
batch1_2,22434910,12/30/2015,,Orozco PLC,Miller Group,344.13,31.28,4,344.13
batch1_2,98497640,06/22/2019,,"Martinez, Moore and Lee","Carter, Welch and Ryan","26 660,87","2 423,72",4,2666087.0
batch1_2,64291160,02/17/2016,,"Evans, Bowman and Randolph",Weiss-Thomas,148.50,13.50,3,148.5
batch1_2,98824587,03/09/2020,,"Booth, Townsend and Sanford","Hughes, Edwards and Jones",4 113.92,373.99,6,4113.92
batch1_2,12681565,09/07/2015,,Clay-Koch,Thompson-Baker,"4 391,10",399.19,5,439110.0
batch1_2,14103295,04/12/2013,,"Glover, Caldwell and Burch",Taylor-Robinson,421.25,38.30,5,421.25
batch1_2,78785504,03/21/2012,,Solomon-Barnett,Campbell-Weiss,567.55,51.60,6,567.55
batch1_2,83158540,02/28/2015,,Anderson-Garcia,"Anthony, Haley and Wiggins",156.05,14.19,2,156.05
batch1_2,63960251,11/15/2019,,Stewart-Ruiz,"Hill, Williams and Knight",361.91,32.90,7,361.91
batch1_2,66430808,06/18/2020,,Rowe-Lee,"Acosta, Price and West",769.54,69.96,6,769.54
batch1_2,59628193,12/19/2019,,Hart Ltd,"Chandler, Campbell and Smith","32 880,80","2 989,16",5,3288080.0
batch1_2,94914402,05/25/2016,,"Hines, Stevens and Wong","Gonzalez, Martin and Hamilton",255.64,23.24,3,255.64
batch1_2,14467965,12/20/2019,,Flores Inc,Morse-Parsons,228.71,20.79,3,228.71
batch1_2,95611677,07/19/2016,,Franco Group,Johnson Group,"1 054,10","95,83",2,105410.0
batch1_2,49822251,02/21/2015,,House Group,Espinoza LLC,272.73,24.79,2,272.73
batch1_2,26020078,11/19/2019,,"Johnson, Coleman and Mccarthy","Ochoa, Crane and Johnston",116.52,10.59,4,116.52
batch1_2,34069390,05/09/2016,,Benton PLC,"Fuller, Thomas and Green",4272.92,388.45,7,4272.92
batch1_2,42485588,03/15/2012,,Zuniga and Sons,Knight-Brown,214.41,19.49,2,214.41
batch1_2,72794429,03/15/2021,,"Navarro, Nguyen and Peters",Frost PLC,"285,98","26,00",1,28598.0
batch1_2,50222999,03/03/2015,,Walters-Johnson,Rodriguez-Thomas,3323.10,302.10,2,3323.1
batch1_2,78697882,09/18/2016,,Wright-Lewis,Robinson-Martin,3 567.15,324.29,5,3567.15
batch1_2,94689364,01/12/2015,,"Schwartz, Flynn and Jackson",Wilson PLC,"37 153,67","3 377,61",6,3715367.0
batch1_2,62416513,05/05/2013,,Eaton LLC,Miller-Campbell,"415,75","37,80",2,41575.0
batch1_2,48402876,02/06/2020,,Stone-Ruiz,Chapman-Pineda,4 618.75,419.89,5,4618.75
batch1_2,55043266,03/15/2012,,Barnes Inc,"Smith, Payne and Vargas",676.46,61.50,6,676.46
batch1_2,11158119,03/23/2019,,Moore Ltd,Graham-Shepherd,131.98,12.00,2,131.98
batch1_2,48142412,02/02/2014,,Ramirez-Nunez,"Park, Sullivan and Bernard","34 222,84","3 111,17",4,3422284.0
batch1_2,65321852,04/11/2021,,"Kaufman, Cooper and Young",Wells-Carlson,214.24,19.48,4,214.24
batch1_2,53695084,10/25/2015,,"Diaz, Warren and Carter","Black, Smith and Bass",2 012.51,182.96,3,2012.51
batch1_2,86268868,03/30/2012,,Harrison and Sons,"Adams, Holmes and Cruz","36 946,22","3 358,75",6,3694622.0
batch1_2,65851875,05/06/2021,,"Glover, Harvey and Davis",Perez Group,55.66,5.06,4,55.66
batch1_2,77006579,11/12/2019,,Wilson Inc,Hunter-Miranda,292.40,26.58,6,292.4
batch1_2,39280409,07/06/2014,,Davis PLC,Bailey-Harris,1767.34,160.67,5,1767.34
batch1_2,57262990,11/25/2016,,George-Roberts,Rivera Inc,27.13,2.47,3,27.13
batch1_2,87278875,07/06/2019,,Jackson-Martinez,"Foster, Travis and Harris",75.61,6.87,3,75.61
batch1_2,49089384,08/17/2014,,Pruitt Inc,Glover and Sons,51 803.01,4 709.36,5,51803.01
batch1_2,16220332,05/15/2017,,Lawson and Sons,Mosley LLC,"69 138,73","6 285,34",6,6913873.0
batch1_2,10080932,05/30/2021,,Young-Proctor,"Gallagher, Welch and Campbell",1430.92,130.08,5,1430.92
batch1_2,76999802,07/14/2020,,"Nolan, Williams and Roach","Dixon, Hall and Payne",81661.14,7423.74,6,81661.14
batch1_2,88659425,10/15/2016,,Vance-Scott,Moore-Pierce,567.27,51.57,6,567.27
batch1_2,61619303,09/20/2013,,"Glenn, Roberts and Cochran","Burgess, Evans and Moreno",1 057.33,96.12,2,1057.33
batch1_2,83326872,10/12/2019,,"Brown, Santos and Peters",Fisher-Mendez,3 241.81,324.18,4,3241.81
batch1_2,92608297,03/03/2019,,"Gonzalez, Lin and Hernandez",Yates PLC,"8 210,37",746.40,2,821037.0
batch1_2,56514066,05/14/2014,,"Snyder, Williams and Walter",Keller Inc,49.38,4.49,1,49.38
batch1_2,47743201,07/23/2015,,Carpenter-Johnston,Greene-Dean,51.40,4.67,4,51.4
batch1_2,74322107,02/02/2016,,Davis-Obrien,Taylor Ltd,68.16,6.20,1,68.16
batch1_2,45072501,04/29/2017,,"Spears, Valdez and Perez",Sanford-Huffman,159.74,14.52,6,159.74
batch1_2,33931957,12/17/2015,,Rojas-Cook,Cohen LLC,27.50,2.50,1,27.5
batch1_2,74474655,01/03/2015,,Hunt Group,"Rogers, Parks and Hall",119.23,10.84,2,119.23
batch1_2,70372519,05/01/2013,,"Williamson, Murphy and Winters","Brown, Rodriguez and Lopez",4916.88,446.99,7,4916.88
batch1_2,95592218,03/09/2017,,Ortega-King,"Galloway, Robinson and Rice",20.34,1.85,2,20.34
batch1_2,94133236,12/12/2019,,Parker Inc,Jefferson Group,114385.48,10398.68,6,114385.48
batch1_2,33652903,05/19/2014,,"Li, Briggs and Jones",Stewart and Sons,267.69,24.34,5,267.69
batch1_2,25353322,01/05/2014,,Lawson-Baker,Bradley-Ford,205.62,18.69,5,205.62
batch1_2,51686132,06/27/2015,,Stephens PLC,"White, Blevins and Ellis",1523.45,138.50,5,1523.45
batch1_2,99988020,07/03/2013,,Foster Ltd,Harvey-Palmer,"4 949,95","450,00",1,494995.0
batch1_2,38829380,12/25/2017,,Cook LLC,"Meza, Griffin and Powell",18710.63,1700.97,7,18710.63
batch1_2,68868961,03/06/2014,,Anderson Group,Gray LLC,"4 801,45","436,50",6,480145.0
batch1_2,78566408,03/18/2016,,Clark PLC,Adams and Sons,228.68,20.79,6,228.68
batch1_2,97802815,02/27/2013,,"Mcbride, Lowe and Robinson",Bolton-Jackson,560.99,51.00,1,560.99
batch1_2,95707254,07/20/2020,,"Cobb, Allen and Diaz","Carr, Odom and Jones",302.58,27.51,5,302.58
batch1_2,67182330,06/05/2014,,"Eaton, Thomas and Harrington",Wright-Johnson,405.67,36.88,5,405.67
batch1_2,72346654,10/25/2015,,Malone-Lopez,Perez Group,7433.21,675.75,5,7433.21
batch1_2,89538216,09/09/2018,,"Boyd, Franklin and Santos",Boyer-Jackson,"1 682,77","152,98",4,168277.0
batch1_2,29180375,10/30/2011,,"Rowe, Grimes and Knox","Browning, Johnson and Graham",290.18,26.38,1,290.18
batch1_2,60178633,12/25/2013,,Mendoza Group,"Elliott, Kelly and Warren",131.94,11.99,1,131.94
batch1_2,65744802,03/30/2012,,"Yang, Barnes and Porter",Bates and Sons,52.80,4.80,1,52.8
batch1_2,76671573,04/08/2012,,Benson LLC,"Smith, Landry and Ruiz",10.76,0.98,1,10.76
batch1_2,49656852,08/28/2016,,Ross and Sons,"Wall, Gonzalez and Armstrong",52 466.15,4 769.65,5,52466.15
batch1_2,46775557,04/05/2019,,"Roberts, Smith and Rogers",Rose Ltd,80.28,7.30,2,80.28
batch1_2,23876575,07/11/2016,,"Alexander, Hensley and Watson","Simpson, Barton and Barnes",3766.06,342.37,5,3766.06
batch1_2,97159829,09/18/2015,,Bradley-Andrade,Castro PLC,978.12,88.92,1,978.12
batch1_2,89379798,03/20/2020,,Winters Inc,Williams PLC,"31 774,49","2 888,59",5,3177449.0
batch1_2,12456262,02/22/2012,,Williams and Sons,Medina-Kennedy,"58 667,76","5 333,43",7,5866776.0
batch1_2,20297202,04/28/2018,,"Sutton, Davis and Murray","Mitchell, Fletcher and Smith",19.67,1.79,1,19.67
batch1_2,70370075,09/19/2015,,Kim PLC,Smith Ltd,"64 774,93","5 888,63",2,6477493.0
batch1_2,40703934,03/10/2016,,Morales LLC,Moore-Miller,217.48,21.75,2,217.48
batch1_2,12877828,01/28/2017,,"Perez, Bell and Smith",Woods Ltd,402.99,36.64,6,402.99
batch1_2,20850516,07/10/2017,,Carney-Rogers,"Duncan, Mendoza and Mitchell",195.31,17.76,3,195.31
batch1_2,24467788,12/09/2016,,"Owen, Peterson and Parsons",Rodriguez-Anderson,"1 138,50","103,50",1,113850.0
batch1_2,13194726,05/29/2021,,Hopkins and Sons,Sims PLC,640.12,58.19,6,640.12
batch1_2,75703845,05/20/2019,,Williams-Brown,"Aguilar, Brown and Ray",2425.87,220.53,6,2425.87
batch1_2,33137636,07/20/2015,,Mckenzie PLC,Schultz PLC,215.03,19.55,6,215.03
batch1_2,65937088,07/14/2011,,"Wall, Lester and Curtis","Barnes, Davis and Daniel",1133.54,103.05,7,1133.54
batch1_2,93411242,01/07/2017,,Harrison-Harris,Smith-Hill,7876.78,716.07,5,7876.78
batch1_2,78985014,10/21/2020,,"Gibson, Bradley and Jackson",Dickson LLC,12 074.79,1 097.71,2,12074.79
batch1_2,53575326,11/18/2018,,Gay Group,Smith Inc,7 876.46,716.04,6,7876.46
batch1_2,25342867,01/10/2015,,Scott LLC,"Brown, Miller and Wise",237.49,21.59,6,237.49
batch1_2,96856159,06/12/2014,,Bradford and Sons,Sellers PLC,703.96,64.00,1,703.96
batch1_2,26248685,05/26/2018,,Baker Inc,"Mitchell, Hill and Strickland",309.10,28.10,2,309.1
batch1_2,41887406,03/24/2014,,Peterson-Branch,Wagner Ltd,"5 312,84",482.99,5,531284.0
batch1_2,24344887,02/20/2020,,Cook Group,Mercado-Nelson,60.49,5.50,4,60.49
batch1_2,24902792,02/27/2015,,"Shields, Webb and Williams","Morrow, Heath and Gonzales","20 871,27","1 897,39",7,2087127.0
batch1_2,37292788,07/12/2013,,Bennett-Sanchez,Riley-Miller,120.51,10.96,3,120.51
batch1_2,68357221,09/26/2013,,Wilson Group,Edwards-Morris,13.75,1.25,1,13.75
batch1_2,84422507,12/08/2019,,Shelton Inc,"Watson, White and Lawrence",5274.36,479.49,7,5274.36
batch1_2,14964142,12/23/2013,,Lewis and Sons,Dixon-Wall,4.94,0.45,1,4.94
batch1_2,39463508,09/17/2013,,Evans PLC,"Barry, Ruiz and Alexander","5 013,80","455,80",2,501380.0
batch1_2,12830936,04/27/2021,,Johnson LLC,"Smith, Anderson and Ward",6530.55,593.69,7,6530.55
batch1_2,56323869,04/24/2015,,Weeks-Taylor,"Lopez, Bailey and White",31.02,2.82,1,31.02
batch1_2,68043569,09/09/2011,,"Schultz, Lopez and Smith",David-Rhodes,969.80,88.16,5,969.8
batch1_2,88408888,06/02/2012,,"Burns, Hall and Lopez","Baldwin, Johnson and Jenkins",650.67,59.15,6,650.67
batch1_2,32656405,10/25/2013,,Mcdonald and Sons,"James, Johnson and Adkins",882.05,80.19,6,882.05
batch1_2,52557179,08/22/2012,,Serrano-Jones,Gonzalez-Ross,"41 027,47","3 729,77",5,4102747.0
batch1_2,80150256,07/24/2017,,"Jenkins, Green and Strickland",Perkins PLC,104.85,9.53,3,104.85
batch1_2,59540671,09/23/2012,,"Williams, Merritt and Hodge","Garcia, Wheeler and Johnston",159.80,14.53,3,159.8
batch1_2,80930562,08/14/2012,,Harvey-Bell,Vazquez Inc,1935.80,175.98,5,1935.8
batch1_2,85817513,10/16/2018,,"Jennings, Perkins and Young",Alexander-Conrad,104.45,9.50,1,104.45
batch1_2,55954287,03/23/2012,,Johnson-Moore,Leonard LLC,"46 660,90","4 241,90",5,4666090.0
batch1_2,26675003,10/24/2012,,Wright-Lucas,Hayes Inc,"177,76","16,16",5,17776.0
batch1_2,79616362,01/13/2021,,"Rosales, Day and Ingram",Sanchez LLC,4174.28,379.48,5,4174.28
batch1_2,92651511,01/18/2015,,Jones Inc,Macdonald Ltd,"13 986,35","1 271,49",4,1398635.0
batch1_2,92751876,02/14/2013,,"Mccormick, Sparks and Walsh",Welch Ltd,193.56,17.60,3,193.56
batch1_2,87970852,05/16/2018,,Harvey-Rivas,Trujillo PLC,335.04,30.46,4,335.04
batch1_2,53489259,04/03/2013,,Palmer PLC,Chavez-Marquez,1 509.64,137.24,7,1509.64
batch1_2,94885760,08/22/2012,,"Crawford, Acosta and Solomon",Chen-Ortega,60.45,5.50,1,60.45
batch1_2,17695664,02/27/2015,,"Daniel, Maxwell and Marshall",Clay-Johnson,229.17,20.83,4,229.17
batch1_2,90446683,02/11/2016,,Chang-Cooper,Peterson-Long,"216,67","19,70",2,21667.0
batch1_2,52013651,01/11/2017,,"Robinson, Thompson and Robinson",Taylor PLC,"72 423,87","6 583,99",6,7242387.0
batch1_2,26213346,10/05/2020,,"Mitchell, Taylor and Bailey",Young-Hess,901.92,81.99,3,901.92
batch1_2,29470022,02/17/2019,,Sanchez Group,Estrada-Vasquez,574.51,52.23,4,574.51
batch1_2,21722776,11/05/2019,,Montgomery Ltd,Williams-Foster,"2 188,73","198,98",3,218873.0
batch1_2,28610769,06/19/2017,,Martin Inc,Eaton Ltd,"2 172,39","197,49",2,217239.0
batch1_2,79637771,09/26/2011,,Stevens-Compton,Tran PLC,"55 378,76","5 034,43",6,5537876.0
batch1_2,33691533,07/25/2014,,Fowler-Griffin,Scott-Garcia,3619.50,329.05,6,3619.5
batch1_2,52574707,04/12/2019,,"Martin, Johnson and Delgado",Williams-Lewis,720.57,65.51,7,720.57
batch1_2,53339803,09/11/2018,,Evans LLC,"Ball, Smith and Rhodes",16830.00,1530.00,3,16830.0
batch1_2,23128566,08/27/2020,,Wells-Allen,Martinez-Silva,135.62,12.33,6,135.62
batch1_2,13110923,12/21/2013,,"Cruz, Meyer and Quinn","Hodges, Lang and Thompson","30 588,80","2 780,80",2,3058880.0
batch1_2,66045137,08/09/2016,,Kelly Ltd,"Lopez, Chapman and Gonzalez",320.94,29.18,7,320.94
batch1_2,10963794,08/09/2012,,Oconnor Group,Pena-Schaefer,589.41,53.58,4,589.41
batch1_2,72005605,09/16/2019,,Butler and Sons,Pearson Group,95 556.75,8 686.98,6,95556.75
batch1_2,86561552,03/09/2018,,Williams Group,Taylor-Howard,"3 305,18","300,47",2,330518.0
batch1_2,40725651,06/15/2015,,Vincent-Smith,French-Cooper,"32 042,55","2 912,96",7,3204255.0
batch1_2,66537515,11/25/2018,,Lucas-Bright,Morris-Trujillo,"1 658,25","150,75",2,165825.0
batch1_2,28661957,04/07/2013,,"Stevenson, Hicks and Bowman","Harris, Walker and Lopez",328.79,29.89,6,328.79
batch1_2,17548173,10/20/2012,,Shaw and Sons,"Conrad, Smith and Watkins",1 408.94,128.09,5,1408.94
batch1_2,48239873,09/19/2016,,Taylor-Robertson,Briggs Inc,97.52,8.87,3,97.52
batch1_2,16581981,07/26/2016,,Barber LLC,"Case, Wagner and Johnson","222,58","20,23",2,22258.0
batch1_2,22323078,05/11/2016,,Lopez PLC,Hernandez LLC,131.92,11.99,2,131.92
batch1_2,27188556,03/10/2019,,Hicks and Sons,Washington and Sons,18604.53,1691.32,4,18604.53
