case concept:name,PO,GR,INV,match,gap,rework,cleared
4507031147_00030,1027.0,1027.0,1027.0,True,0.0,False,True
4507031149_00010,7208.0,7208.0,7208.0,True,0.0,True,True
4507031154_00040,442.0,442.0,442.0,True,0.0,True,True
4507031155_00020,64.0,64.0,64.0,True,0.0,True,True
4507031292_00020,2085.0,2085.0,2085.0,True,0.0,False,True
4507031305_00010,6131.0,6131.0,6131.0,True,0.0,False,True
4507031319_00010,86.0,86.0,86.0,True,0.0,False,False
4507031346_00010,303.0,303.0,303.0,True,0.0,False,True
4507031346_00020,303.0,303.0,303.0,True,0.0,False,True
4507031519_00001,606.0,19398.0,606.0,False,18792.0,False,True
4507031563_00130,407.0,407.0,407.0,True,0.0,False,True
4507031587_00010,2915.0,2915.0,2915.0,True,0.0,True,True
4507031611_00040,732.0,732.0,732.0,True,0.0,False,True
4507031622_00010,1202.0,1202.0,1202.0,True,0.0,False,True
4507031622_00020,834.0,834.0,834.0,True,0.0,False,True
4507031624_00040,2920.0,2920.0,2920.0,True,0.0,False,True
4507031635_00080,779.0,779.0,779.0,True,0.0,True,True
4507031635_00100,1177.0,1177.0,1177.0,True,0.0,True,True
4507031653_00010,391.0,391.0,391.0,True,0.0,False,True
4507031654_00010,59.0,59.0,59.0,True,0.0,False,False
4507031654_00020,9.0,9.0,9.0,True,0.0,False,False
4507031654_00030,39.0,39.0,39.0,True,0.0,False,False
4507031654_00040,9.0,9.0,9.0,True,0.0,False,False
4507031668_00010,39.0,39.0,39.0,True,0.0,False,False
4507031703_00010,6001.0,6001.0,6001.0,True,0.0,True,True
4507031708_00010,228.0,228.0,228.0,True,0.0,False,True
4507031709_00010,300.0,300.0,300.0,True,0.0,False,True
4507031710_00010,11691.0,11691.0,11691.0,True,0.0,False,True
4507031731_00010,39.0,39.0,39.0,True,0.0,False,False
4507031732_00010,290.0,290.0,290.0,True,0.0,False,True
4507031738_00010,2020.0,2020.0,2020.0,True,0.0,False,True
4507031773_00010,2884.0,2884.0,2884.0,True,0.0,False,True
4507031796_00001,128.0,128.0,128.0,True,0.0,False,True
4507031818_00020,345.0,345.0,345.0,True,0.0,False,True
4507031820_00040,239.0,239.0,239.0,True,0.0,True,True
4507031826_00020,78.0,78.0,78.0,True,0.0,False,True
4507031832_00260,88.0,88.0,88.0,True,0.0,True,True
4507031832_00270,44.0,44.0,44.0,True,0.0,True,True
4507031832_00280,245.0,245.0,245.0,True,0.0,True,True
4507031832_00330,174.0,174.0,174.0,True,0.0,False,True
4507031832_00340,174.0,174.0,174.0,True,0.0,False,True
4507031832_00380,449.0,449.0,449.0,True,0.0,False,True
4507031832_00390,1796.0,1796.0,1796.0,True,0.0,False,True
4507031832_00400,898.0,898.0,898.0,True,0.0,False,True
4507031832_00480,628.0,628.0,628.0,True,0.0,False,True
4507031881_00010,9266.0,9266.0,9266.0,True,0.0,False,True
4507031891_00010,12383.0,12383.0,12383.0,True,0.0,False,True
4507031891_00020,5541.0,5541.0,5541.0,True,0.0,False,True
4507031891_00030,190.0,190.0,190.0,True,0.0,False,True
4507031894_00010,5975.0,5975.0,5975.0,True,0.0,False,True
4507031894_00030,2719.0,2719.0,2719.0,True,0.0,False,True
4507031991_00050,528.0,528.0,528.0,True,0.0,True,True
4507032002_00010,46857.0,46857.0,46857.0,True,0.0,True,True
4507032083_00010,303.0,303.0,303.0,True,0.0,False,True
4507032093_00020,595.0,595.0,595.0,True,0.0,False,True
4507032093_00090,290.0,290.0,290.0,True,0.0,False,True
4507032093_00130,361.0,361.0,361.0,True,0.0,False,True
4507032093_00140,130.0,130.0,130.0,True,0.0,False,True
4507032093_00200,130.0,130.0,130.0,True,0.0,False,True
4507032093_00230,130.0,130.0,130.0,True,0.0,False,True
4507032093_00350,444.0,444.0,444.0,True,0.0,False,True
4507032093_00390,724.0,724.0,724.0,True,0.0,False,True
4507032093_00400,361.0,361.0,361.0,True,0.0,False,True
4507032093_00410,521.0,521.0,521.0,True,0.0,False,True
4507032093_00420,1043.0,1043.0,1043.0,True,0.0,False,True
4507032093_00430,651.0,651.0,651.0,True,0.0,False,True
4507032093_00440,1043.0,1043.0,1043.0,True,0.0,False,True
4507032093_00450,231.0,231.0,231.0,True,0.0,False,True
4507032093_00460,231.0,231.0,231.0,True,0.0,False,True
4507032096_00010,11483.0,11483.0,11483.0,True,0.0,False,True
4507032140_00001,1103.0,866579.0,8831.0,False,865476.0,False,True
4507032149_00010,943.0,943.0,943.0,True,0.0,False,True
4507032150_00050,1499.0,1499.0,1499.0,True,0.0,False,True
4507032151_00010,267.0,267.0,267.0,True,0.0,True,True
4507032151_00020,178.0,178.0,178.0,True,0.0,False,True
4507032151_00030,119.0,119.0,119.0,True,0.0,True,True
4507032153_00010,2869.0,2869.0,2869.0,True,0.0,True,True
4507032153_00060,74.0,74.0,74.0,True,0.0,True,True
4507032153_00070,144.0,144.0,144.0,True,0.0,True,True
4507032153_00080,208.0,208.0,208.0,True,0.0,False,True
4507032153_00090,203.0,203.0,203.0,True,0.0,True,True
4507032153_00100,74.0,74.0,74.0,True,0.0,True,True
4507032153_00110,74.0,74.0,74.0,True,0.0,True,True
4507032153_00120,104.0,104.0,104.0,True,0.0,True,True
4507032153_00130,208.0,208.0,208.0,True,0.0,True,True
4507032153_00140,60.0,60.0,60.0,True,0.0,False,True
4507032154_00010,698.0,698.0,698.0,True,0.0,True,True
4507032154_00020,308.0,308.0,308.0,True,0.0,True,True
4507032155_00010,755.0,755.0,755.0,True,0.0,True,True
4507032155_00020,759.0,759.0,759.0,True,0.0,False,True
4507032155_00030,1731.0,1731.0,1731.0,True,0.0,True,True
4507032155_00040,1238.0,1238.0,1238.0,True,0.0,False,True
4507032157_00160,413.0,413.0,413.0,True,0.0,True,True
4507032157_00170,676.0,676.0,676.0,True,0.0,False,True
4507032157_00180,676.0,676.0,676.0,True,0.0,True,True
4507032157_00200,181.0,181.0,181.0,True,0.0,False,True
4507032157_00250,554.0,554.0,554.0,True,0.0,False,True
4507032157_00260,104.0,104.0,104.0,True,0.0,False,True
4507032157_00270,34.0,34.0,34.0,True,0.0,False,True
4507032157_00280,34.0,34.0,34.0,True,0.0,False,True
4507032157_00290,138.0,138.0,138.0,True,0.0,False,True
4507032157_00310,63.0,63.0,63.0,True,0.0,False,True
4507032157_00320,63.0,63.0,63.0,True,0.0,False,True
4507032157_00430,1144.0,1144.0,1144.0,True,0.0,False,True
4507032157_00500,172.0,172.0,172.0,True,0.0,False,True
4507032157_00510,242.0,242.0,242.0,True,0.0,False,True
4507032157_00520,34.0,34.0,34.0,True,0.0,False,True
4507032157_00530,172.0,172.0,172.0,True,0.0,False,True
4507032157_00540,172.0,172.0,172.0,True,0.0,False,True
4507032157_00550,110.0,110.0,110.0,True,0.0,False,True
4507032157_00560,85.0,85.0,85.0,True,0.0,False,True
4507032158_00310,1216.0,1216.0,1216.0,True,0.0,True,True
4507032158_00330,7326.0,7326.0,7326.0,True,0.0,False,True
4507032158_00350,608.0,608.0,608.0,True,0.0,False,True
4507032159_00010,4434.0,4434.0,4434.0,True,0.0,True,True
4507032159_00020,2593.0,2593.0,2593.0,True,0.0,False,True
4507032162_00010,1047.0,1047.0,1047.0,True,0.0,False,True
4507032162_00020,4190.0,4190.0,4190.0,True,0.0,False,True
4507032162_00030,6285.0,6285.0,6285.0,True,0.0,False,True
4507032162_00040,2154.0,2154.0,2154.0,True,0.0,False,True
4507032162_00050,861.0,861.0,861.0,True,0.0,False,True
4507032162_00060,861.0,861.0,861.0,True,0.0,False,True
4507032164_00020,2504.0,2504.0,2504.0,True,0.0,False,True
4507032165_00010,554.0,554.0,554.0,True,0.0,False,True
4507032165_00030,89.0,89.0,89.0,True,0.0,False,True
4507032165_00040,89.0,89.0,89.0,True,0.0,False,True
4507032165_00050,268.0,268.0,268.0,True,0.0,False,True
4507032179_00030,362.0,362.0,362.0,True,0.0,False,True
4507032202_00050,244.0,244.0,244.0,True,0.0,False,True
4507032202_00210,592.0,592.0,592.0,True,0.0,False,True
4507032381_00010,7828.0,7828.0,7828.0,True,0.0,True,True
4507032381_00020,11743.0,11743.0,11743.0,True,0.0,True,True
4507032405_00010,38908.0,38908.0,38908.0,True,0.0,False,True
4507032411_00010,3.0,3.0,3.0,True,0.0,False,False
4507032414_00010,19.0,19.0,19.0,True,0.0,False,False
4507032414_00020,19.0,19.0,19.0,True,0.0,False,False
4507032414_00030,22.0,22.0,22.0,True,0.0,False,False
4507032416_00010,99.0,99.0,99.0,True,0.0,False,False
4507032421_00030,39.0,39.0,39.0,True,0.0,False,False
4507032425_00010,39.0,39.0,39.0,True,0.0,False,False
4507032425_00110,39.0,39.0,39.0,True,0.0,False,False
4507032427_00060,1148.0,1148.0,1148.0,True,0.0,True,True
4507032447_00010,49878.0,49878.0,49878.0,True,0.0,True,True
4507032448_00070,39.0,39.0,39.0,True,0.0,False,False
4507032448_00080,39.0,39.0,39.0,True,0.0,False,False
4507032450_00010,39.0,39.0,39.0,True,0.0,False,False
4507032451_00010,55557.0,55557.0,55557.0,True,0.0,False,True
4507032452_00010,55557.0,55557.0,55557.0,True,0.0,True,True
4507032457_00010,39.0,39.0,39.0,True,0.0,False,False
4507032457_00020,39.0,39.0,39.0,True,0.0,False,False
4507032458_00010,38174.0,38174.0,38174.0,True,0.0,False,True
4507032501_00020,2055.0,2055.0,2055.0,True,0.0,False,True
4507032503_00010,8328.0,8328.0,8328.0,True,0.0,False,True
4507032504_00010,344.0,344.0,344.0,True,0.0,False,True
4507032504_00020,103.0,103.0,103.0,True,0.0,False,True
4507032516_00010,139.0,139.0,139.0,True,0.0,False,True
4507032516_00040,494.0,494.0,494.0,True,0.0,False,True
4507032516_00060,22.0,22.0,22.0,True,0.0,False,True
4507032516_00070,99.0,99.0,99.0,True,0.0,True,True
4507032516_00080,245.0,245.0,245.0,True,0.0,True,True
4507032516_00260,8.0,8.0,8.0,True,0.0,False,True
4507032516_00270,8.0,8.0,8.0,True,0.0,False,True
4507032516_00280,449.0,449.0,449.0,True,0.0,False,True
4507032516_00290,8.0,8.0,8.0,True,0.0,False,True
4507032516_00300,49.0,49.0,49.0,True,0.0,True,True
4507032516_00310,126.0,126.0,126.0,True,0.0,False,True
4507032516_00320,898.0,898.0,898.0,True,0.0,False,True
4507032525_00090,276.0,276.0,276.0,True,0.0,False,True
4507032553_00010,8692.0,8692.0,8692.0,True,0.0,False,True
4507032555_00070,524.0,524.0,524.0,True,0.0,False,True
4507032733_00010,89.0,89.0,89.0,True,0.0,False,False
4507032745_00080,367.0,367.0,367.0,True,0.0,False,True
4507032745_00110,231.0,231.0,231.0,True,0.0,False,True
4507032745_00130,542.0,542.0,542.0,True,0.0,False,True
4507032745_00140,260.0,260.0,260.0,True,0.0,False,True
4507032745_00150,179.0,179.0,179.0,True,0.0,False,True
4507032745_00160,361.0,361.0,361.0,True,0.0,False,True
4507032745_00170,361.0,361.0,361.0,True,0.0,False,True
4507032745_00180,825.0,825.0,825.0,True,0.0,False,True
4507032745_00200,211.0,211.0,211.0,True,0.0,False,True
4507032766_00010,2452.0,2452.0,2452.0,True,0.0,True,True
4507032766_00020,468.0,468.0,468.0,True,0.0,True,True
4507032785_00020,4132.0,4132.0,4132.0,True,0.0,True,True
4507032799_00001,134.0,134.0,134.0,True,0.0,False,True
4507032832_00040,29.0,29.0,29.0,True,0.0,False,True
4507032832_00200,1691.0,1691.0,1691.0,True,0.0,False,True
4507032848_00010,28233.0,28233.0,28233.0,True,0.0,True,True
4507032945_00010,1707.0,1707.0,1707.0,True,0.0,True,True
4507032945_00020,660.0,660.0,660.0,True,0.0,False,True
4507032946_00090,37.0,37.0,37.0,True,0.0,False,True
4507032988_00010,254.0,254.0,254.0,True,0.0,False,True
4507033012_00010,8.0,8.0,8.0,True,0.0,False,False
4507033012_00020,17.0,17.0,17.0,True,0.0,False,False
4507033012_00030,17.0,17.0,17.0,True,0.0,False,False
4507033012_00040,17.0,17.0,17.0,True,0.0,False,False
4507033012_00050,26.0,26.0,26.0,True,0.0,False,False
4507033012_00060,14.0,14.0,14.0,True,0.0,False,False
4507033012_00070,8.0,8.0,8.0,True,0.0,False,False
4507033012_00080,14.0,14.0,14.0,True,0.0,False,False
4507033030_00010,413.0,413.0,413.0,True,0.0,False,True
4507033039_00010,4905.0,4905.0,4905.0,True,0.0,True,True
4507033041_00010,1081.0,1081.0,1081.0,True,0.0,False,True
4507033049_00010,1202.0,1202.0,1202.0,True,0.0,False,True
4507033054_00010,6576.0,6576.0,6576.0,True,0.0,True,True
4507033054_00030,1621.0,1621.0,1621.0,True,0.0,True,True
4507033080_00250,1523.0,1523.0,1523.0,True,0.0,False,True
4507033080_00330,503.0,503.0,503.0,True,0.0,False,True
4507033080_00340,807.0,807.0,807.0,True,0.0,True,True
4507033080_00350,4207.0,4207.0,4207.0,True,0.0,False,True
4507033080_00360,576.0,576.0,576.0,True,0.0,False,True
4507033080_00400,1153.0,1153.0,1153.0,True,0.0,False,True
4507033080_00410,701.0,701.0,701.0,True,0.0,True,True
4507033087_00001,750.0,578326.0,6000.0,False,577576.0,False,True
4507033104_00020,930.0,930.0,930.0,True,0.0,False,False
4507033106_00050,18.0,18.0,18.0,True,0.0,True,True
4507033108_00040,2954.0,2954.0,2954.0,True,0.0,False,True
4507033109_00040,93.0,93.0,93.0,True,0.0,True,True
4507033112_00010,494.0,494.0,494.0,True,0.0,False,True
4507033112_00020,342.0,342.0,342.0,True,0.0,False,True
4507033112_00030,341.0,341.0,341.0,True,0.0,False,True
4507033112_00040,142.0,142.0,142.0,True,0.0,False,True
4507033112_00050,1137.0,1137.0,1137.0,True,0.0,False,True
4507033112_00060,139.0,139.0,139.0,True,0.0,False,True
4507033112_00070,494.0,494.0,494.0,True,0.0,False,True
4507033112_00080,349.0,349.0,349.0,True,0.0,False,True
4507033112_00090,910.0,910.0,910.0,True,0.0,False,True
4507033112_00110,2210.0,2210.0,2210.0,True,0.0,False,True
4507033114_00010,724.0,724.0,724.0,True,0.0,False,True
4507033114_00020,177.0,177.0,177.0,True,0.0,False,True
4507033126_00110,3151.0,3151.0,3151.0,True,0.0,False,True
4507033183_00010,362.0,362.0,362.0,True,0.0,True,True
4507033307_00010,260.0,260.0,260.0,True,0.0,False,True
4507033307_00080,912.0,912.0,912.0,True,0.0,False,True
4507033307_00090,912.0,912.0,912.0,True,0.0,False,True
4507033307_00110,391.0,391.0,391.0,True,0.0,False,True
4507033377_00010,22196.0,22196.0,22196.0,True,0.0,True,True
4507033389_00010,519.0,519.0,519.0,True,0.0,True,True
4507033438_00001,35.0,105.0,35.0,False,70.0,False,True
4507033447_00010,15276.0,15276.0,15276.0,True,0.0,True,True
4507033656_00130,116.0,116.0,116.0,True,0.0,False,True
4507033656_00150,174.0,174.0,174.0,True,0.0,False,True
4507033656_00160,74.0,74.0,74.0,True,0.0,True,True
4507033656_00170,245.0,245.0,245.0,True,0.0,True,True
4507033656_00180,42.0,42.0,42.0,True,0.0,False,True
4507033656_00190,161.0,161.0,161.0,True,0.0,True,True
4507033656_00200,22.0,22.0,22.0,True,0.0,False,True
4507033656_00210,20.0,20.0,20.0,True,0.0,False,True
4507033656_00240,84.0,84.0,84.0,True,0.0,False,True
4507033656_00250,84.0,84.0,84.0,True,0.0,False,True
4507033656_00260,84.0,84.0,84.0,True,0.0,False,True
4507033656_00270,98.0,98.0,98.0,True,0.0,True,True
4507033656_00280,47.0,47.0,47.0,True,0.0,False,True
4507033656_00290,148.0,148.0,148.0,True,0.0,False,True
4507033656_00300,26.0,26.0,26.0,True,0.0,False,True
4507033667_00030,1660.0,1660.0,1660.0,True,0.0,False,False
4507033668_00020,1660.0,1660.0,1660.0,True,0.0,False,True
4507033674_00010,28807.0,28807.0,28807.0,True,0.0,True,True
4507033675_00030,241.0,241.0,241.0,True,0.0,True,True
4507033706_00010,3425.0,3425.0,3425.0,True,0.0,False,True
4507033706_00020,3398.0,3398.0,3398.0,True,0.0,False,True
4507033706_00030,533.0,533.0,533.0,True,0.0,False,True
4507033706_00040,3960.0,3960.0,3960.0,True,0.0,False,True
4507033706_00050,3348.0,3348.0,3348.0,True,0.0,False,True
4507033709_00010,119.0,119.0,119.0,True,0.0,False,False
4507033709_00020,7.0,7.0,7.0,True,0.0,False,False
4507033742_00010,2004.0,2004.0,2004.0,True,0.0,False,True
4507033742_00020,2085.0,2085.0,2085.0,True,0.0,False,True
4507033751_00110,745.0,745.0,745.0,True,0.0,False,True
4507033757_00010,7327.0,7327.0,7327.0,True,0.0,False,True
4507033778_00010,12876.0,12876.0,12876.0,True,0.0,False,True
4507033787_00010,12896.0,12896.0,12896.0,True,0.0,False,True
4507033830_00010,21491.0,21491.0,21491.0,True,0.0,False,True
4507033831_00010,21491.0,21491.0,21491.0,True,0.0,False,True
4507033856_00010,618.0,618.0,618.0,True,0.0,False,True
4507033866_00010,240.0,240.0,240.0,True,0.0,True,True
4507033911_00010,35723.0,35723.0,35723.0,True,0.0,True,True
4507033930_00020,2525.0,2525.0,2525.0,True,0.0,True,True
4507033941_00020,400.0,400.0,400.0,True,0.0,False,True
4507033970_00010,7032.0,7032.0,7032.0,True,0.0,False,True
4507033980_00010,9.0,9.0,9.0,True,0.0,False,False
4507034007_00010,997.0,997.0,997.0,True,0.0,False,True
4507034019_00030,2416.0,2416.0,2416.0,True,0.0,False,True
4507034028_00040,3229.0,3229.0,3229.0,True,0.0,False,True
4507034030_00040,362.0,362.0,362.0,True,0.0,False,True
4507034034_00010,2039.0,2039.0,2039.0,True,0.0,False,True
4507034037_00010,1991.0,1991.0,1991.0,True,0.0,True,True
4507034056_00001,961.0,741500.0,7693.0,False,740539.0,False,True
4507034066_00020,5040.0,5040.0,5040.0,True,0.0,False,True
4507034066_00030,374.0,374.0,374.0,True,0.0,False,True
4507034066_00050,988.0,988.0,988.0,True,0.0,False,True
4507034067_00010,160.0,160.0,160.0,True,0.0,False,True
4507034067_00020,8149.0,8149.0,8149.0,True,0.0,False,True
4507034067_00030,132.0,132.0,132.0,True,0.0,False,True
4507034067_00040,267.0,267.0,267.0,True,0.0,False,True
4507034068_00010,277.0,277.0,277.0,True,0.0,False,True
4507034069_00010,6159.0,6159.0,6159.0,True,0.0,True,True
4507034069_00020,172.0,172.0,172.0,True,0.0,True,True
4507034069_00030,88.0,88.0,88.0,True,0.0,True,True
4507034069_00040,88.0,88.0,88.0,True,0.0,True,True
4507034100_00060,148.0,148.0,148.0,True,0.0,False,True
4507034100_00150,59.0,59.0,59.0,True,0.0,False,True
4507034100_00160,118.0,118.0,118.0,True,0.0,False,True
4507034100_00250,291.0,291.0,291.0,True,0.0,False,True
4507034101_00010,1220.0,1220.0,1220.0,True,0.0,False,True
4507034101_00020,561.0,561.0,561.0,True,0.0,False,True
4507034130_00010,79.0,79.0,79.0,True,0.0,False,False
4507034138_00010,57881.0,57881.0,57881.0,True,0.0,True,True
4507034145_00110,125.0,125.0,125.0,True,0.0,False,True
4507034153_00010,834.0,834.0,834.0,True,0.0,False,True
4507034215_00010,36040.0,36040.0,36040.0,True,0.0,True,True
4507034226_00010,55557.0,55557.0,55557.0,True,0.0,True,True
4507034229_00010,55557.0,55557.0,55557.0,True,0.0,False,True
4507034266_00020,834.0,834.0,834.0,True,0.0,False,True
4507034278_00010,198.0,198.0,198.0,True,0.0,False,False
4507034302_00010,199.0,199.0,199.0,True,0.0,False,True
4507034310_00020,1473.0,1473.0,1473.0,True,0.0,True,True
4507034310_00030,281.0,281.0,281.0,True,0.0,True,True
4507034311_00010,144.0,144.0,144.0,True,0.0,False,True
4507034312_00010,644.0,644.0,644.0,True,0.0,True,True
4507034312_00020,1731.0,1731.0,1731.0,True,0.0,True,True
4507034312_00040,1238.0,1238.0,1238.0,True,0.0,False,True
4507034314_00070,701.0,701.0,701.0,True,0.0,False,True
4507034314_00080,499.0,499.0,499.0,True,0.0,True,True
4507034314_00090,826.0,826.0,826.0,True,0.0,True,True
4507034315_00010,276.0,276.0,276.0,True,0.0,False,True
4507034316_00120,492.0,492.0,492.0,True,0.0,True,True
4507034316_00140,10343.0,10343.0,10343.0,True,0.0,True,True
4507034316_00250,431.0,431.0,431.0,True,0.0,True,True
4507034316_00270,1661.0,1661.0,1661.0,True,0.0,True,True
4507034316_00280,654.0,654.0,654.0,True,0.0,True,True
4507034316_00290,861.0,861.0,861.0,True,0.0,True,True
4507034316_00300,869.0,869.0,869.0,True,0.0,True,True
4507034316_00310,608.0,608.0,608.0,True,0.0,True,True
4507034316_00320,869.0,869.0,869.0,True,0.0,True,True
4507034317_00010,1010.0,1010.0,1010.0,True,0.0,False,True
4507034348_00030,40.0,40.0,40.0,True,0.0,False,True
4507034350_00010,39.0,39.0,39.0,True,0.0,False,False
4507034353_00010,63.0,63.0,63.0,True,0.0,True,True
4507034353_00210,161.0,161.0,161.0,True,0.0,True,True
4507034353_00280,79.0,79.0,79.0,True,0.0,False,True
4507034353_00290,49.0,49.0,49.0,True,0.0,False,True
4507034353_00300,47.0,47.0,47.0,True,0.0,False,True
4507034353_00360,88.0,88.0,88.0,True,0.0,True,True
4507034353_00370,99.0,99.0,99.0,True,0.0,True,True
4507034353_00380,255.0,255.0,255.0,True,0.0,False,True
4507034353_00390,85.0,85.0,85.0,True,0.0,False,True
4507034353_00400,898.0,898.0,898.0,True,0.0,False,True
4507034568_00030,4437.0,4437.0,4437.0,True,0.0,True,True
4507034568_00040,42435.0,42435.0,42435.0,True,0.0,False,True
4507034583_00010,281.0,281.0,281.0,True,0.0,False,True
4507034609_00010,21740.0,21740.0,21740.0,True,0.0,False,True
4507034628_00030,4009.0,4009.0,4009.0,True,0.0,False,True
4507034637_00010,43631.0,43631.0,43631.0,True,0.0,True,True
4507034744_00040,207.0,207.0,207.0,True,0.0,False,False
4507034747_00010,1202.0,1202.0,1202.0,True,0.0,True,True
4507034781_00080,236.0,236.0,236.0,True,0.0,False,True
4507034781_00100,236.0,236.0,236.0,True,0.0,False,True
4507034781_00110,118.0,118.0,118.0,True,0.0,False,True
4507034784_00050,1837.0,1837.0,1837.0,True,0.0,False,True
4507034786_00060,338.0,338.0,338.0,True,0.0,True,True
4507034822_00010,9266.0,9266.0,9266.0,True,0.0,False,True
4507034824_00010,8963.0,8963.0,8963.0,True,0.0,False,True
4507034830_00010,14232.0,14232.0,14232.0,True,0.0,False,True
4507034835_00010,180.0,180.0,180.0,True,0.0,False,True
4507034836_00010,1991.0,1991.0,1991.0,True,0.0,True,True
4507034866_00010,20.0,20.0,20.0,True,0.0,False,False
4507034880_00080,1372.0,1372.0,1372.0,True,0.0,False,True
4507034882_00030,307.0,307.0,307.0,True,0.0,True,True
4507034891_00010,1581.0,1581.0,1581.0,True,0.0,True,True
4507034891_00020,1517.0,1517.0,1517.0,True,0.0,True,True
4507034892_00020,727.0,727.0,727.0,True,0.0,False,True
4507034904_00040,646.0,646.0,646.0,True,0.0,False,True
4507034928_00010,1693.0,1693.0,1693.0,True,0.0,True,True
4507034931_00010,7441.0,7441.0,7441.0,True,0.0,True,True
4507034933_00010,801.0,801.0,801.0,True,0.0,False,True
4507034933_00020,417.0,417.0,417.0,True,0.0,False,True
4507034937_00010,10911.0,10911.0,10911.0,True,0.0,False,True
4507034958_00090,4373.0,4373.0,4373.0,True,0.0,True,True
4507034958_00100,1403.0,1403.0,1403.0,True,0.0,True,True
4507034981_00010,59.0,59.0,59.0,True,0.0,False,True
4507035009_00010,25616.0,25616.0,25616.0,True,0.0,False,True
4507035010_00010,21224.0,21224.0,21224.0,True,0.0,True,True
4507035020_00010,997.0,997.0,997.0,True,0.0,False,True
4507035020_00020,1202.0,1202.0,1202.0,True,0.0,False,True
4507035021_00050,695.0,695.0,695.0,True,0.0,False,True
4507035021_00070,1496.0,1496.0,1496.0,True,0.0,False,True
4507035021_00080,1668.0,1668.0,1668.0,True,0.0,False,True
4507035021_00090,2004.0,2004.0,2004.0,True,0.0,False,True
4507035023_00030,997.0,997.0,997.0,True,0.0,False,True
4507035047_00010,211.0,211.0,211.0,True,0.0,False,True
4507035047_00030,1303.0,1303.0,1303.0,True,0.0,False,True
4507035047_00040,1598.0,1598.0,1598.0,True,0.0,True,True
4507035047_00050,260.0,260.0,260.0,True,0.0,False,True
4507035047_00060,2477.0,2477.0,2477.0,True,0.0,False,True
4507035047_00070,361.0,361.0,361.0,True,0.0,True,True
4507035047_00110,391.0,391.0,391.0,True,0.0,False,True
4507035047_00120,332.0,332.0,332.0,True,0.0,False,True
4507035047_00130,542.0,542.0,542.0,True,0.0,False,True
4507035047_00140,332.0,332.0,332.0,True,0.0,False,True
4507035047_00150,260.0,260.0,260.0,True,0.0,False,True
4507035047_00160,1809.0,1809.0,1809.0,True,0.0,True,True
4507035085_00010,822.0,822.0,822.0,True,0.0,True,True
4507035086_00020,39.0,39.0,39.0,True,0.0,False,True
4507035086_00040,249.0,249.0,249.0,True,0.0,False,True
4507035086_00050,46.0,46.0,46.0,True,0.0,False,True
4507035087_00010,1542.0,1542.0,1542.0,True,0.0,True,True
4507035092_00010,1539.0,1539.0,1539.0,True,0.0,True,True
4507035093_00010,1929.0,1929.0,1929.0,True,0.0,True,True
4507035095_00020,76.0,76.0,76.0,True,0.0,True,False
4507035095_00030,736.0,736.0,736.0,True,0.0,True,True
4507035095_00040,844.0,844.0,844.0,True,0.0,True,True
4507035096_00010,2147.0,2147.0,2147.0,True,0.0,False,True
4507035096_00020,223.0,223.0,223.0,True,0.0,True,True
4507035097_00010,238.0,238.0,238.0,True,0.0,False,True
4507035098_00010,44.0,44.0,44.0,True,0.0,True,True
4507035098_00020,104.0,104.0,104.0,True,0.0,True,True
4507035098_00030,2645.0,2645.0,2645.0,True,0.0,True,True
4507035100_00010,266.0,266.0,266.0,True,0.0,False,True
4507035104_00180,413.0,413.0,413.0,True,0.0,False,True
4507035104_00190,413.0,413.0,413.0,True,0.0,False,True
4507035104_00200,413.0,413.0,413.0,True,0.0,False,True
4507035104_00210,676.0,676.0,676.0,True,0.0,False,True
4507035104_00220,827.0,827.0,827.0,True,0.0,False,True
4507035104_00230,413.0,413.0,413.0,True,0.0,False,True
4507035104_00240,413.0,413.0,413.0,True,0.0,False,True
4507035104_00250,676.0,676.0,676.0,True,0.0,False,True
4507035104_00260,253.0,253.0,253.0,True,0.0,False,True
4507035104_00270,181.0,181.0,181.0,True,0.0,False,True
4507035104_00330,933.0,933.0,933.0,True,0.0,False,True
4507035104_00340,313.0,313.0,313.0,True,0.0,False,True
4507035104_00350,59.0,59.0,59.0,True,0.0,False,True
4507035104_00360,104.0,104.0,104.0,True,0.0,False,True
4507035104_00370,85.0,85.0,85.0,True,0.0,False,True
4507035104_00380,85.0,85.0,85.0,True,0.0,False,True
4507035104_00390,255.0,255.0,255.0,True,0.0,False,True
4507035104_00400,34.0,34.0,34.0,True,0.0,False,True
4507035104_00410,34.0,34.0,34.0,True,0.0,False,True
4507035104_00420,127.0,127.0,127.0,True,0.0,False,True
4507035104_00430,63.0,63.0,63.0,True,0.0,False,True
4507035104_00440,63.0,63.0,63.0,True,0.0,False,True
4507035104_00450,63.0,63.0,63.0,True,0.0,False,True
4507035104_00470,718.0,718.0,718.0,True,0.0,False,True
4507035104_00480,307.0,307.0,307.0,True,0.0,False,True
4507035104_00600,413.0,413.0,413.0,True,0.0,False,True
4507035104_00610,181.0,181.0,181.0,True,0.0,False,True
4507035104_00690,97.0,97.0,97.0,True,0.0,False,True
4507035104_00700,59.0,59.0,59.0,True,0.0,False,True
4507035104_00710,172.0,172.0,172.0,True,0.0,False,True
4507035104_00720,63.0,63.0,63.0,True,0.0,False,True
4507035104_00730,85.0,85.0,85.0,True,0.0,False,True
4507035106_00070,1652.0,1652.0,1652.0,True,0.0,False,True
