file_name,field,doc_value,cond_value,is_defect,injected,tier,amount
batch1-0687,seller_name,Brown-Harris,Brown-Barris,True,True,mid,165.66
batch1-0688,seller_name,Moore-Rodriguez,Moore-Rodriguez,False,False,,10560.0
batch1-0689,seller_name,"Fritz, May and Gomez","Fritz, May Bnd Gomez",True,True,mid,1576.18
batch1-0690,seller_name,Houston-Griffin,Houston-Griffin,False,False,,11692.71
batch1-0691,seller_name,Brooks-Butler,Brooks-Butler,False,False,,90.67
batch1-0692,seller_name,Martin-Silva,Pinnacle Trading Ltd.,True,True,strong,7397.59
batch1-0693,seller_name,Graham-Taylor,Graham-Baylor,True,True,mid,759.11
batch1-0694,seller_name,Orozco PLC,OrozBo PLC,True,True,mid,344.13
batch1-0695,seller_name,"Martinez, Moore and Lee","Martinez, MBore and Lee",True,True,mid,26660.87
batch1-0696,seller_name,"Evans, Bowman and Randolph","Evans, Bowman and Randolph",False,False,,148.5
batch1-0697,seller_name,"Booth, Townsend and Sanford","Booth, Townsend and Sanford Ltd.",True,True,weak,4113.92
batch1-0698,seller_name,Clay-Koch,Clay-Boch,True,True,mid,4391.1
batch1-0699,seller_name,"Glover, Caldwell and Burch",Zenith Global Corp,True,True,strong,421.25
batch1-0700,seller_name,Solomon-Barnett,Solomon-Barnett Ltd.,True,True,weak,567.55
batch1-0701,seller_name,Anderson-Garcia,Anderson-Garcia Ltd.,True,True,weak,156.05
batch1-0702,seller_name,Stewart-Ruiz,StewaBt-Ruiz,True,True,mid,361.91
batch1-0703,seller_name,Rowe-Lee,Rowe-Lee Ltd.,True,True,weak,769.54
batch1-0704,seller_name,Hart Ltd,HarB Ltd,True,True,mid,32880.8
batch1-0705,seller_name,"Hines, Stevens and Wong",Zenith Global Corp,True,True,strong,255.64
batch1-0706,seller_name,Flores Inc,Flores Inc,False,False,,228.71
batch1-0707,seller_name,Franco Group,Pinnacle Trading Ltd.,True,True,strong,1054.1
batch1-0708,seller_name,House Group,House Group,False,False,,272.73
batch1-0709,seller_name,"Johnson, Coleman and Mccarthy","Johnson, Coleman and Mccarthy Ltd.",True,True,weak,116.52
batch1-0710,seller_name,Benton PLC,Benton PLC Ltd.,True,True,weak,4272.92
batch1-0711,seller_name,Zuniga and Sons,Zuniga and Sons Ltd.,True,True,weak,214.41
batch1-0712,seller_name,"Navarro, Nguyen and Peters",Pinnacle Trading Ltd.,True,True,strong,285.98
batch1-0713,seller_name,Walters-Johnson,Walters-Johnson Ltd.,True,True,weak,3323.1
batch1-0714,seller_name,Wright-Lewis,WrighB-Lewis,True,True,mid,3567.15
batch1-0715,seller_name,"Schwartz, Flynn and Jackson","Schwartz, Flynn and Jackson",False,False,,37153.67
batch1-0716,seller_name,Eaton LLC,Meridian Supplies Inc.,True,True,strong,415.75
batch1-0717,seller_name,Stone-Ruiz,Stone-Ruiz Ltd.,True,True,weak,4618.75
batch1-0718,seller_name,Barnes Inc,Barnes Incorporated,True,True,weak,676.46
batch1-0719,seller_name,Moore Ltd,Moore Ltd,False,False,,131.98
batch1-0720,seller_name,Ramirez-Nunez,Ramirez-Nunez,False,False,,34222.84
batch1-0721,seller_name,"Kaufman, Cooper and Young","Kaufman, Cooper and Young",False,False,,214.24
batch1-0722,seller_name,"Diaz, Warren and Carter","Diaz, Warren and Carter Ltd.",True,True,weak,2012.51
batch1-0723,seller_name,Harrison and Sons,Harrison and Sons,False,False,,36946.22
batch1-0724,seller_name,"Glover, Harvey and Davis","Glover, Harvey and Davis",False,False,,55.66
batch1-0725,seller_name,Wilson Inc,Pinnacle Trading Ltd.,True,True,strong,292.4
batch1-0726,seller_name,Davis PLC,DaviB PLC,True,True,mid,1767.34
batch1-0727,seller_name,George-Roberts,Zenith Global Corp,True,True,strong,27.13
batch1-0728,seller_name,Jackson-Martinez,Pinnacle Trading Ltd.,True,True,strong,75.61
batch1-0729,seller_name,Pruitt Inc,PruiBt Inc,True,True,mid,51803.01
batch1-0730,seller_name,Lawson and Sons,Pinnacle Trading Ltd.,True,True,strong,69138.73
batch1-0731,seller_name,Young-Proctor,Young-Proctor Ltd.,True,True,weak,1430.92
batch1-0732,seller_name,"Nolan, Williams and Roach",Pinnacle Trading Ltd.,True,True,strong,81661.14
batch1-0733,seller_name,Vance-Scott,Zenith Global Corp,True,True,strong,567.27
batch1-0734,seller_name,"Glenn, Roberts and Cochran","Glenn, RobertB and Cochran",True,True,mid,1057.33
batch1-0735,seller_name,"Brown, Santos and Peters",Pinnacle Trading Ltd.,True,True,strong,3241.81
batch1-0736,seller_name,"Gonzalez, Lin and Hernandez",Meridian Supplies Inc.,True,True,strong,8210.37
batch1-0737,seller_name,"Snyder, Williams and Walter","Snyder, Williams and Walter Ltd.",True,True,weak,49.38
batch1-0738,seller_name,Carpenter-Johnston,Meridian Supplies Inc.,True,True,strong,51.4
batch1-0739,seller_name,Davis-Obrien,Davis-Obrien Ltd.,True,True,weak,68.16
batch1-0740,seller_name,"Spears, Valdez and Perez","Spears, Valdez and Perez",False,False,,159.74
batch1-0741,seller_name,Rojas-Cook,Rojas-Cook,False,False,,27.5
batch1-0742,seller_name,Hunt Group,Hunt Broup,True,True,mid,119.23
batch1-0743,seller_name,"Williamson, Murphy and Winters","Williamson, Murphy and Winters Ltd.",True,True,weak,4916.88
batch1-0744,seller_name,Ortega-King,OrtegB-King,True,True,mid,20.34
batch1-0745,seller_name,Parker Inc,Parker Incorporated,True,True,weak,114385.48
batch1-0746,seller_name,"Li, Briggs and Jones","Li, Briggs and Jones Ltd.",True,True,weak,267.69
batch1-0747,seller_name,Lawson-Baker,Lawson-Baker Ltd.,True,True,weak,205.62
batch1-0748,seller_name,Stephens PLC,Stephens PLC Ltd.,True,True,weak,1523.45
batch1-0749,seller_name,Foster Ltd,Zenith Global Corp,True,True,strong,4949.95
batch1-0750,seller_name,Cook LLC,Cook LLC Ltd.,True,True,weak,18710.63
batch1-0751,seller_name,Anderson Group,Anderson Group Ltd.,True,True,weak,4801.45
batch1-0752,seller_name,Clark PLC,Clark PLC,False,False,,228.68
batch1-0753,seller_name,"Mcbride, Lowe and Robinson","Mcbride, Lowe and Robinson",False,False,,560.99
batch1-0754,seller_name,"Cobb, Allen and Diaz","Cobb, Allen and Diaz Ltd.",True,True,weak,302.58
batch1-0755,seller_name,"Eaton, Thomas and Harrington","Eaton, Thomas aBd Harrington",True,True,mid,405.67
batch1-0756,seller_name,Malone-Lopez,Zenith Global Corp,True,True,strong,7433.21
batch1-0757,seller_name,"Boyd, Franklin and Santos","Boyd, Franklin and Santos",False,False,,1682.77
batch1-0758,seller_name,"Rowe, Grimes and Knox","Rowe, Grimes and Knox Ltd.",True,True,weak,290.18
batch1-0759,seller_name,Mendoza Group,MendozB Group,True,True,mid,131.94
batch1-0760,seller_name,"Yang, Barnes and Porter","Yang, Barnes and Porter",False,False,,52.8
batch1-0761,seller_name,Benson LLC,Benson LLC Ltd.,True,True,weak,10.76
batch1-0762,seller_name,Ross and Sons,Ross and Sons,False,False,,52466.15
batch1-0763,seller_name,"Roberts, Smith and Rogers","Roberts, Smith and Rogers Ltd.",True,True,weak,80.28
batch1-0764,seller_name,"Alexander, Hensley and Watson","Alexander, Hensley and Watson Ltd.",True,True,weak,3766.06
batch1-0765,seller_name,Bradley-Andrade,Bradley-Andrade Ltd.,True,True,weak,978.12
batch1-0766,seller_name,Winters Inc,Winters Inc,False,False,,31774.49
batch1-0767,seller_name,Williams and Sons,Pinnacle Trading Ltd.,True,True,strong,58667.76
batch1-0768,seller_name,"Sutton, Davis and Murray","Sutton, Davis and Murray Ltd.",True,True,weak,19.67
batch1-0769,seller_name,Kim PLC,Kim PLC,False,False,,64774.93
batch1-0770,seller_name,Morales LLC,Pinnacle Trading Ltd.,True,True,strong,217.48
batch1-0771,seller_name,"Perez, Bell and Smith","Perez, Bell and Smith",False,False,,402.99
batch1-0772,seller_name,Carney-Rogers,Carney-Rogers Ltd.,True,True,weak,195.31
batch1-0773,seller_name,"Owen, Peterson and Parsons","Owen, Peterson and Parsons",False,False,,1138.5
batch1-0774,seller_name,Hopkins and Sons,Zenith Global Corp,True,True,strong,640.12
batch1-0775,seller_name,Williams-Brown,Meridian Supplies Inc.,True,True,strong,2425.87
batch1-0776,seller_name,Mckenzie PLC,MckenBie PLC,True,True,mid,215.03
batch1-0777,seller_name,"Wall, Lester and Curtis",Meridian Supplies Inc.,True,True,strong,1133.54
batch1-0778,seller_name,Harrison-Harris,Harrison-Harris Ltd.,True,True,weak,7876.78
batch1-0779,seller_name,"Gibson, Bradley and Jackson","Gibson, Bradley and Jackson",False,False,,12074.79
batch1-0780,seller_name,Gay Group,Gay GBoup,True,True,mid,7876.46
batch1-0781,seller_name,Scott LLC,Scott LLC,False,False,,237.49
batch1-0782,seller_name,Bradford and Sons,Bradford and Sons Ltd.,True,True,weak,703.96
batch1-0783,seller_name,Baker Inc,Baker Incorporated,True,True,weak,309.1
batch1-0784,seller_name,Peterson-Branch,Zenith Global Corp,True,True,strong,5312.84
batch1-0785,seller_name,Cook Group,Cook Broup,True,True,mid,60.49
batch1-0786,seller_name,"Shields, Webb and Williams",Zenith Global Corp,True,True,strong,20871.27
batch1-0787,seller_name,Bennett-Sanchez,Bennett-Banchez,True,True,mid,120.51
batch1-0788,seller_name,Wilson Group,Meridian Supplies Inc.,True,True,strong,13.75
batch1-0789,seller_name,Shelton Inc,SheltBn Inc,True,True,mid,5274.36
batch1-0790,seller_name,Lewis and Sons,Lewis and Sons Ltd.,True,True,weak,4.94
batch1-0791,seller_name,Evans PLC,Evans PLC,False,False,,5013.8
batch1-0792,seller_name,Johnson LLC,Meridian Supplies Inc.,True,True,strong,6530.55
batch1-0793,seller_name,Weeks-Taylor,Meridian Supplies Inc.,True,True,strong,31.02
batch1-0794,seller_name,"Schultz, Lopez and Smith",Pinnacle Trading Ltd.,True,True,strong,969.8
batch1-0795,seller_name,"Burns, Hall and Lopez","Burns, Hall and Lopez",False,False,,650.67
batch1-0796,seller_name,Mcdonald and Sons,Mcdonald and Sons Ltd.,True,True,weak,882.05
batch1-0797,seller_name,Serrano-Jones,Meridian Supplies Inc.,True,True,strong,41027.47
batch1-0798,seller_name,"Jenkins, Green and Strickland",Meridian Supplies Inc.,True,True,strong,104.85
batch1-0799,seller_name,"Williams, Merritt and Hodge","Williams, Merritt and Hodge Ltd.",True,True,weak,159.8
batch1-0800,seller_name,Harvey-Bell,HarveB-Bell,True,True,mid,1935.8
batch1-0801,seller_name,"Jennings, Perkins and Young","Jennings, Perkins and Young",False,False,,104.45
batch1-0802,seller_name,Johnson-Moore,Johnson-Moore,False,False,,46660.9
batch1-0803,seller_name,Wright-Lucas,Zenith Global Corp,True,True,strong,177.76
batch1-0804,seller_name,"Rosales, Day and Ingram","Rosales, Day and Ingram",False,False,,4174.28
batch1-0805,seller_name,Jones Inc,Jones Incorporated,True,True,weak,13986.35
batch1-0806,seller_name,"Mccormick, Sparks and Walsh","Mccormick, Sparks and Walsh Ltd.",True,True,weak,193.56
batch1-0807,seller_name,Harvey-Rivas,Meridian Supplies Inc.,True,True,strong,335.04
batch1-0808,seller_name,Palmer PLC,Palmer PLC Ltd.,True,True,weak,1509.64
batch1-0809,seller_name,"Crawford, Acosta and Solomon","Crawford, Acosta and Solomon",False,False,,60.45
batch1-0810,seller_name,"Daniel, Maxwell and Marshall",Meridian Supplies Inc.,True,True,strong,229.17
batch1-0811,seller_name,Chang-Cooper,Chang-Booper,True,True,mid,216.67
batch1-0812,seller_name,"Robinson, Thompson and Robinson","Robinson, Thompson and Robinson",False,False,,72423.87
batch1-0813,seller_name,"Mitchell, Taylor and Bailey","Mitchell, Taylor and Bailey Ltd.",True,True,weak,901.92
batch1-0814,seller_name,Sanchez Group,Sanchez Group Ltd.,True,True,weak,574.51
batch1-0815,seller_name,Montgomery Ltd,Pinnacle Trading Ltd.,True,True,strong,2188.73
batch1-0816,seller_name,Martin Inc,MartBn Inc,True,True,mid,2172.39
batch1-0817,seller_name,Stevens-Compton,Stevens-Compton,False,False,,55378.76
batch1-0818,seller_name,Fowler-Griffin,Fowler-Griffin,False,False,,3619.5
batch1-0819,seller_name,"Martin, Johnson and Delgado",Pinnacle Trading Ltd.,True,True,strong,720.57
batch1-0820,seller_name,Evans LLC,Evans LLC,False,False,,16830.0
batch1-0821,seller_name,Wells-Allen,Wells-Allen Ltd.,True,True,weak,135.62
batch1-0822,seller_name,"Cruz, Meyer and Quinn","Cruz, MeyeB and Quinn",True,True,mid,30588.8
batch1-0823,seller_name,Kelly Ltd,Kelly Ltd,False,False,,320.94
batch1-0824,seller_name,Oconnor Group,Oconnor Group,False,False,,589.41
batch1-0825,seller_name,Butler and Sons,Pinnacle Trading Ltd.,True,True,strong,95556.75
batch1-0826,seller_name,Williams Group,Williams Group Ltd.,True,True,weak,3305.18
batch1-0827,seller_name,Vincent-Smith,Vincent-Smith Ltd.,True,True,weak,32042.55
batch1-0828,seller_name,Lucas-Bright,Lucas-Dright,True,True,mid,1658.25
batch1-0829,seller_name,"Stevenson, Hicks and Bowman","Stevenson, Hicks and Bowman",False,False,,328.79
batch1-0830,seller_name,Shaw and Sons,Shaw and Sons Ltd.,True,True,weak,1408.94
batch1-0831,seller_name,Taylor-Robertson,Zenith Global Corp,True,True,strong,97.52
batch1-0832,seller_name,Barber LLC,Barber LLC Ltd.,True,True,weak,222.58
batch1-0833,seller_name,Lopez PLC,Lopez PLC,False,False,,131.92
batch1-0834,seller_name,Hicks and Sons,Zenith Global Corp,True,True,strong,18604.53
batch1-0835,seller_name,"Brown, Grant and Young","Brown, Grant and Young",False,False,,142.11
batch1-0836,seller_name,"Parrish, Anderson and Banks",Pinnacle Trading Ltd.,True,True,strong,53782.93
batch1-0837,seller_name,"Barton, Garcia and Richards","Barton, GarciB and Richards",True,True,mid,10559.0
batch1-0838,seller_name,"Hernandez, Guzman and Lopez","Hernandez, GuBman and Lopez",True,True,mid,78.54
batch1-0839,seller_name,"Chavez, Morton and Gonzales","Chavez, Morton and Gonzales Ltd.",True,True,weak,229.79
batch1-0840,seller_name,"James, Becker and Walters","James, BeckeB and Walters",True,True,mid,698.91
batch1-0841,seller_name,Price-Bishop,Price-Bishop,False,False,,64.67
batch1-0842,seller_name,"Simmons, Jones and Jones","Simmons, Jones and Jones",False,False,,4146.5
batch1-0843,seller_name,Watson-Harris,Pinnacle Trading Ltd.,True,True,strong,10.99
batch1-0844,seller_name,"Murray, Deleon and Larson","Murray, Deleon and Larson Ltd.",True,True,weak,270.28
batch1-0845,seller_name,Cunningham-Richmond,CunninghaB-Richmond,True,True,mid,76.91
batch1-0846,seller_name,"Love, Smith and Harris","Love, Smith Bnd Harris",True,True,mid,97.33
batch1-0847,seller_name,"Monroe, Dillon and Henderson","Monroe, Dillon and Henderson Ltd.",True,True,weak,6369.92
batch1-0848,seller_name,"Hernandez, Brown and Rodriguez",Meridian Supplies Inc.,True,True,strong,30468.27
batch1-0849,seller_name,Johnston and Sons,Johnston and Sons Ltd.,True,True,weak,5687.3
batch1-0850,seller_name,"Brown, King and Henry","Brown, King and Henry Ltd.",True,True,weak,28940.34
batch1-0985,seller_name,Keith LLC,KeitB LLC,True,True,mid,395.96
batch1-0998,seller_name,Charles-Parsons,Charles-Parsons,False,False,,748.24
batch1-0852,seller_name,Perez Ltd,Perez Ltd,False,False,,672.08
batch1-0865,seller_name,Nichols-Barajas,Nichols-Barajas,False,False,,65.45
batch1-0851,seller_name,Young-Wilkinson,Young-Wilkinson,False,False,,5224.97
batch1-0875,seller_name,Summers-Bradley,Summers-Dradley,True,True,mid,458.96
batch1-0995,seller_name,Hurst-Humphrey,Hurst-HBmphrey,True,True,mid,891.0
batch1-0994,seller_name,"Foster, Jones and Contreras","Foster, Jones and Contreras",False,False,,36210.72
batch1-0902,seller_name,"Arnold, Watson and Taylor","Arnold, WatsBn and Taylor",True,True,mid,181.5
batch1-0887,seller_name,White PLC,Meridian Supplies Inc.,True,True,strong,257.19
batch1-0949,seller_name,Thompson-Hopkins,ThompsoB-Hopkins,True,True,mid,26.94
batch1-0956,seller_name,Harrison-Melton,Harrison-Melton Ltd.,True,True,weak,4.36
batch1-0996,seller_name,Lewis Group,Lewis Broup,True,True,mid,2521.04
batch1-0999,seller_name,Rodriguez-Harrington,Meridian Supplies Inc.,True,True,strong,1017.45
batch1-0872,seller_name,Montoya PLC,Montoya PLC,False,False,,174.65
batch1-0862,seller_name,Harris-Jones,Pinnacle Trading Ltd.,True,True,strong,605.0
batch1-0879,seller_name,"Bernard, Lang and Guerra","Bernard, Lang and Guerra Ltd.",True,True,weak,97.75
batch1-0876,seller_name,Hill PLC,Hill PLC Ltd.,True,True,weak,139.66
batch1-0914,seller_name,"Allen, Johnson and Edwards","Allen, JohnsoB and Edwards",True,True,mid,529.9
batch1-0905,seller_name,"Williams, Coleman and Parrish","Williams, Coleman and Parrish Ltd.",True,True,weak,557.85
batch1-0969,seller_name,Flores PLC,Flores PLC Ltd.,True,True,weak,48.37
batch1-0908,seller_name,Holt-Mooney,Holt-MBoney,True,True,mid,9.0
batch1-0951,seller_name,Cook-Ortiz,Cook-Ortiz Ltd.,True,True,weak,27.23
batch1-0899,seller_name,Rios-Ramirez,Rios-RBmirez,True,True,mid,26677.2
batch1-0913,seller_name,Garner-Henson,Garner-Benson,True,True,mid,6874.44
batch1-0974,seller_name,Wilson Inc,Wilson Inc,False,False,,3098.57
batch1-0982,seller_name,Robinson and Sons,Robinson and Sons Ltd.,True,True,weak,819.69
batch1-0881,seller_name,Ware Group,Ware Group,False,False,,231.12
batch1-0917,seller_name,"Hamilton, Martin and Benson","Hamilton, Martin and Benson Ltd.",True,True,weak,1938.76
batch1-0931,seller_name,Williams LLC,WilliBms LLC,True,True,mid,544.46
batch1-0868,seller_name,Kennedy PLC,Kennedy PLC Ltd.,True,True,weak,18454.56
batch1-0986,seller_name,Rangel Inc,Meridian Supplies Inc.,True,True,strong,572.0
batch1-0976,seller_name,Clark and Sons,Clark and Sons,False,False,,549.98
batch1-0997,seller_name,"Davis, Garrett and Nichols",Meridian Supplies Inc.,True,True,strong,109.96
batch1-0915,seller_name,Wood Ltd,Wood Limited,True,True,weak,4640.5
batch1-0859,seller_name,"Dominguez, Hunt and Garcia","Dominguez, HuBt and Garcia",True,True,mid,36623.38
batch1-0968,seller_name,Bailey Inc,Bailey Inc,False,False,,569.21
batch1-0858,seller_name,"Alexander, Schneider and Russo",Pinnacle Trading Ltd.,True,True,strong,67719.34
batch1-0897,seller_name,Colon and Sons,Colon aBd Sons,True,True,mid,341.63
batch1-0874,seller_name,Reynolds PLC,Meridian Supplies Inc.,True,True,strong,65.97
batch1-0944,seller_name,Rivera LLC,Rivera LLC,False,False,,503.92
batch1-0901,seller_name,Richardson PLC,RicharBson PLC,True,True,mid,1497.9
batch1-0947,seller_name,Graham-Thompson,Pinnacle Trading Ltd.,True,True,strong,50.19
batch1-0923,seller_name,Patterson-Bryant,Patterson-Bryant,False,False,,680.34
batch1-0907,seller_name,"Perez, Hurst and Martinez",Zenith Global Corp,True,True,strong,48416.63
batch1-0979,seller_name,"Terry, Forbes and Franklin","Terry, Forbes Bnd Franklin",True,True,mid,220.44
batch1-0912,seller_name,"Lee, Taylor and Thompson","Lee, Taylor and Thompson Ltd.",True,True,weak,82.2
batch1-0898,seller_name,Cox-Ortega,Cox-Ortega,False,False,,15.36
batch1-0938,seller_name,Cooper PLC,Cooper PLC Ltd.,True,True,weak,2348.08
batch1-0869,seller_name,Martinez LLC,MartiBez LLC,True,True,mid,52.44
batch1-0870,seller_name,Barnett-Hughes,Barnett-Hughes,False,False,,302.39
batch1-0988,seller_name,Stephens LLC,Stephens LLC Ltd.,True,True,weak,29897.5
batch1-0930,seller_name,"White, Roy and Mcdaniel","White, Roy and Mcdaniel",False,False,,471.15
batch1-0878,seller_name,Garcia-Burton,Zenith Global Corp,True,True,strong,475.75
batch1-0928,seller_name,Knight-Velez,Meridian Supplies Inc.,True,True,strong,606.66
batch1-0888,seller_name,"Long, Mcclain and Harmon",Zenith Global Corp,True,True,strong,51.7
batch1-0959,seller_name,Murphy-Sanders,Murphy-Sanders,False,False,,65.29
batch1-0855,seller_name,Smith-Peterson,Zenith Global Corp,True,True,strong,95.94
batch1-0910,seller_name,Curry Inc,Curry Inc,False,False,,387.09
batch1-0885,seller_name,Alvarez-Woods,Alvarez-Woods,False,False,,28.75
batch1-0892,seller_name,Soto-Carson,Soto-CBrson,True,True,mid,664.02
batch1-0960,seller_name,Torres-Mendez,Torres-Bendez,True,True,mid,5589.55
batch1-0856,seller_name,Oliver and Sons,Oliver and Sons,False,False,,747.96
batch1-0893,seller_name,Curtis Group,Curtis Group Ltd.,True,True,weak,126.08
batch1-0927,seller_name,Phillips-Barnes,Phillips-Barnes Ltd.,True,True,weak,165.94
batch1-0957,seller_name,Morgan and Sons,Morgan Bnd Sons,True,True,mid,264.09
batch1-0880,seller_name,Reyes Ltd,Reyes Ltd,False,False,,420.39
batch1-0983,seller_name,Miller PLC,Miller PLC,False,False,,1332.32
batch1-0932,seller_name,Mcintosh-Taylor,McintosB-Taylor,True,True,mid,916.21
batch1-0867,seller_name,Wise and Sons,Wise and Sons Ltd.,True,True,weak,201.06
batch1-0965,seller_name,"Carpenter, Robinson and Jackson","Carpenter, Robinson and Jackson",False,False,,16.14
batch1-0882,seller_name,"Ray, Diaz and Montes","Ray, Diaz aBd Montes",True,True,mid,2188.91
batch1-0977,seller_name,Hill-Jones,Hill-Jones Ltd.,True,True,weak,1286.99
batch1-0967,seller_name,"Vargas, Miller and Miller","Vargas, MillBr and Miller",True,True,mid,48517.63
batch1-0993,seller_name,"Mercado, Fields and Lewis","Mercado, Fields and Lewis Ltd.",True,True,weak,257.95
batch1-0948,seller_name,"Pacheco, Simmons and Coleman","Pacheco, SimmoBs and Coleman",True,True,mid,67572.13
batch1-0884,seller_name,Mcdonald LLC,Pinnacle Trading Ltd.,True,True,strong,275.0
batch1-1000,seller_name,Larson-Grant,Pinnacle Trading Ltd.,True,True,strong,897.52
batch1-0987,seller_name,Martin Group,Meridian Supplies Inc.,True,True,strong,40.69
batch1-0933,seller_name,Dunn-Campbell,Dunn-CaBpbell,True,True,mid,328.83
batch1-0863,seller_name,Thomas-Mitchell,Thomas-Mitchell Ltd.,True,True,weak,175.3
batch1-0909,seller_name,King-Lawrence,King-Lawrence Ltd.,True,True,weak,497.98
batch1-0990,seller_name,"Oliver, Rodriguez and Taylor","Oliver, Rodriguez and Taylor Ltd.",True,True,weak,3.29
batch1-0926,seller_name,Williams-Merritt,Williams-Merritt Ltd.,True,True,weak,5888.8
batch1-0883,seller_name,Greene Ltd,Greene Ltd,False,False,,2345.76
batch1-0864,seller_name,"Sims, Salinas and Tanner","Sims, Salinas and Tanner",False,False,,812.56
batch1-0941,seller_name,Lowery LLC,LoweBy LLC,True,True,mid,176.0
batch1-0961,seller_name,Martinez-Ramirez,Martinez-Ramirez Ltd.,True,True,weak,36651.71
batch1-0970,seller_name,Hanson PLC,HansBn PLC,True,True,mid,35572.0
batch1-0903,seller_name,Mcgrath-Ruiz,Mcgrath-Ruiz Ltd.,True,True,weak,111.07
batch1-0980,seller_name,Snyder-Lane,Snyder-Lane,False,False,,7328.87
batch1-0895,seller_name,"Jones, Bryant and Ball","Jones, Bryant and Ball",False,False,,109.94
batch1-0853,seller_name,Smith-Flores,Smith-Flores,False,False,,1208.85
batch1-0860,seller_name,Sheppard-Mendez,Sheppard-Mendez,False,False,,280.5
batch1-0854,seller_name,Parker-Gonzalez,Pinnacle Trading Ltd.,True,True,strong,14.82
batch1-0891,seller_name,Smith-Ramirez,Smith-RBmirez,True,True,mid,4643.14
batch1-0978,seller_name,Avila-Espinoza,Avila-Espinoza Ltd.,True,True,weak,934.31
batch1-0963,seller_name,"Young, Owens and Hall",Meridian Supplies Inc.,True,True,strong,5230.4
batch1-0992,seller_name,Wagner-Weaver,Meridian Supplies Inc.,True,True,strong,23844.07
batch1-0925,seller_name,Lawrence LLC,LawreBce LLC,True,True,mid,482.25
batch1-0937,seller_name,Smith Ltd,Smith Limited,True,True,weak,4949.18
batch1-0950,seller_name,White Group,White Group,False,False,,15804.54
batch1-0984,seller_name,Malone-Gonzalez,Malone-GBnzalez,True,True,mid,2977.67
batch1-0866,seller_name,"Rich, White and Ryan","Rich, White and Ryan",False,False,,2506.78
batch1-0989,seller_name,Salazar PLC,Salazar PLC Ltd.,True,True,weak,1161.01
batch1-0955,seller_name,Cox-Mendoza,Cox-Mendoza,False,False,,14934.73
batch1-0918,seller_name,Nicholson and Sons,Nicholson and Sons,False,False,,507.47
batch1-0922,seller_name,"Garcia, Smith and Nelson","Garcia, SmitB and Nelson",True,True,mid,71.39
batch1-0911,seller_name,Lyons-Murphy,Lyons-Murphy,False,False,,7110.4
batch1-0946,seller_name,"Gross, Williams and Robinson","Gross, WilliamB and Robinson",True,True,mid,397.96
batch1-0929,seller_name,Harris Ltd,Harris Ltd,False,False,,614.05
batch1-0900,seller_name,"Jones, English and Perry","Jones, English and Perry Ltd.",True,True,weak,397.51
batch1-0857,seller_name,"Mcdowell, Marsh and Hall","Mcdowell, MaBsh and Hall",True,True,mid,2161.3
batch1-0943,seller_name,"Kelly, Hernandez and Vaughan",Pinnacle Trading Ltd.,True,True,strong,749.99
batch1-0890,seller_name,"Green, Oliver and Smith","Green, Oliver and Smith Ltd.",True,True,weak,15488.29
batch1-0871,seller_name,"Stevens, Wright and Wright","Stevens, Wright and Wright Ltd.",True,True,weak,6220.32
batch1-0942,seller_name,Rodgers LLC,Rodgers LLC,False,False,,3933.72
batch1-0971,seller_name,"Costa, Swanson and Pittman",Meridian Supplies Inc.,True,True,strong,488.7
batch1-0906,seller_name,Murphy PLC,Murphy PLC,False,False,,391.55
batch1-0954,seller_name,Richardson LLC,Richardson LLC,False,False,,6016.84
batch1-0904,seller_name,Coffey-Smith,Zenith Global Corp,True,True,strong,2900.15
batch1-0873,seller_name,Clark Ltd,ClarB Ltd,True,True,mid,14.82
batch1-0973,seller_name,"Palmer, Jordan and Shannon",Zenith Global Corp,True,True,strong,8679.0
batch1-0975,seller_name,"Reese, Henderson and Pollard","Reese, Henderson and Pollard",False,False,,52697.26
batch1-0945,seller_name,Wheeler-Dawson,Zenith Global Corp,True,True,strong,403.25
batch1-0920,seller_name,Moore Group,Moore Group Ltd.,True,True,weak,116.29
batch1-0952,seller_name,Jones-Flores,Pinnacle Trading Ltd.,True,True,strong,303.29
batch1-0940,seller_name,"Cameron, Palmer and Martin","Cameron, Palmer and Martin Ltd.",True,True,weak,1143.66
batch1-0921,seller_name,Vasquez-Hogan,VasqueB-Hogan,True,True,mid,8695.03
batch1-0962,seller_name,Spencer PLC,Zenith Global Corp,True,True,strong,143.0
batch1-0972,seller_name,"Kaiser, Hays and Cook","Kaiser, Hays and Cook",False,False,,48801.1
batch1-0889,seller_name,Lambert-Murphy,Meridian Supplies Inc.,True,True,strong,1080.08
batch1-0916,seller_name,Wong and Sons,Meridian Supplies Inc.,True,True,strong,6236.91
batch1-0964,seller_name,Pena-White,Pena-White,False,False,,33794.35
batch1-0861,seller_name,Tucker-Wilson,Meridian Supplies Inc.,True,True,strong,123.09
batch1-0991,seller_name,"White, Warren and Sheppard","White, Warren and Sheppard Ltd.",True,True,weak,343.9
batch1-0877,seller_name,Cohen Ltd,CoheB Ltd,True,True,mid,345.74
batch1-0953,seller_name,Houston-Jacobs,HoustoB-Jacobs,True,True,mid,117.6
batch1-0924,seller_name,Brandt-Hunter,Brandt-Hunter Ltd.,True,True,weak,110.0
batch1-0934,seller_name,Adams Inc,AdamB Inc,True,True,mid,72257.7
batch1-0939,seller_name,Hernandez Ltd,Pinnacle Trading Ltd.,True,True,strong,57483.07
